,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
506,2021-07-23 14:00:00,7082.0,44284.0,66296.0,53387.0,4270.0,2363.0,9585.0,6431.0,11066.0,2865.0,19953.0,2061.0,16763.0,19476.0,1365.0,71691.0,86175.0,3026.0,2633.0,6122.0,2196.0,14727.0,7786.0,3723.0,1.0,1.4285714285714286,1.4682994156168325,2.0975705937383324,39.0,22.714285714285715,6.629710281660691,3.861259834373809,44.0,24.142857142857142,5.148999163287636,2.825262527907826,14.0,17.142857142857142,2.390269554112288,2.9268606785048426,6.0,2.7142857142857144,6.46670187426576,2.9254127526440343,0.0,0.5714285714285714,0.0,1.716362512926355,2.0,4.714285714285714,1.1567982139035577,2.7267386470583856,9.0,4.714285714285714,8.676789587852495,4.54498502220845,7.0,7.285714285714286,4.20125197308798,4.372731645458918,0.0,1.1428571428571428,0.0,3.5131325285332227,11.0,8.0,4.048329695970439,2.9442397788875927,1.0,0.5714285714285714,3.471498993265292,1.98371371043731,16.0,8.571428571428571,6.132053778111634,3.2850288097026614,13.0,10.0,3.9119274668464152,3.0091749744972422,2.0,0.42857142857142855,10.417751849150953,2.232375396246637,55.0,37.0,5.178610268148439,3.0091749744972422,50.0,42.857142857142854,5.169556276306579,4.431048236834211,3.0,1.2857142857142858,6.015158198660624,2.5779249422831287,3.0,4.428571428571429,2.6367367745677948,3.892325714838173,1.0,0.7142857142857143,4.061738424045491,2.9012417314610652,1.0,1.1428571428571428,2.664819058785908,3.0455074957553236,4.0,4.285714285714286,2.585566077373065,2.770249368613998,5.0,4.142857142857143,4.8268139166698845,3.9993601023836187,1.0,1.1428571428571428,1.9062142584826536,2.178530581123032,23870.0,17969.0,209791.0,177819.0,35877.0,248528.0,6.0,6.285714285714286,2.384576558817568,2.4981278235231663,14.0,10.714285714285714,4.929230335891838,3.772370155019264,128.0,87.28571428571429,5.067683265044982,3.4557527622125934,116.0,87.85714285714286,5.041332406771205,3.8182505297589793,24.0,19.0,4.395829822774795,3.4800319430300455,146.0,107.42857142857143,4.702987041015845,3.4605149264617574
507,2021-07-24 14:00:00,7084.0,44318.0,66335.0,53413.0,4274.0,2363.0,9589.0,6444.0,11077.0,2866.0,19960.0,2066.0,16775.0,19487.0,1365.0,71742.0,86236.0,3029.0,2633.0,6134.0,2198.0,14733.0,7795.0,3727.0,2.0,1.1428571428571428,2.936598831233665,1.6780564749906657,34.0,22.857142857142858,5.7797474250375265,3.885544487420186,39.0,26.571428571428573,4.56388562200495,3.109460533673702,26.0,19.428571428571427,4.439072029065677,3.3171087689721546,4.0,3.142857142857143,4.31113458284384,3.3873200293773027,0.0,0.5714285714285714,0.0,1.716362512926355,4.0,4.714285714285714,2.3135964278071155,2.7267386470583856,13.0,6.428571428571429,12.533140515786936,6.197706848466068,11.0,8.142857142857142,6.601967386281111,4.887170662571732,1.0,1.1428571428571428,3.07399096246657,3.5131325285332227,7.0,8.142857142857142,2.5762098065266437,2.9968154892248715,5.0,1.1428571428571428,17.35749496632646,3.967427420874619,12.0,9.285714285714286,4.5990403335837255,3.558781210511216,11.0,10.571428571428571,3.3100924719469664,3.181127830182799,0.0,0.42857142857142855,0.0,2.232375396246637,51.0,40.0,4.8019840668285525,3.181127830182799,61.0,45.0,6.306858657094027,4.6526006486759215,3.0,1.7142857142857142,6.015158198660624,3.4372332563775037,12.0,5.857142857142857,10.546947098271179,5.1479146551085515,0.0,0.7142857142857143,0.0,2.9012417314610652,2.0,1.2857142857142858,5.329638117571816,3.426195932724739,6.0,5.0,3.878349116059597,3.231957596716331,9.0,5.428571428571429,8.688265050005793,5.240540823813018,4.0,1.5714285714285714,7.624857033930614,2.9954795490441697,23883.0,17984.0,209917.0,177938.0,35921.0,248690.0,13.0,7.285714285714286,5.166582544104731,2.8955572499927613,15.0,12.0,5.2813182170269695,4.225054573621575,126.0,93.42857142857143,4.988500714028654,3.698956311762743,119.0,93.14285714285714,5.1717116931532185,4.047966415289194,44.0,24.428571428571427,8.05902134175379,4.474326783895772,162.0,117.28571428571429,5.21838288112717,3.7780355779589128
508,2021-07-25 14:00:00,7087.0,44343.0,66370.0,53455.0,4282.0,2365.0,9592.0,6448.0,11088.0,2868.0,19978.0,2068.0,16792.0,19494.0,1365.0,71788.0,86286.0,3029.0,2633.0,6146.0,2202.0,14737.0,7803.0,3730.0,3.0,1.4285714285714286,4.404898246850498,2.097570593738332,25.0,24.857142857142858,4.249814283115827,4.225529630069452,35.0,27.857142857142858,4.095794788978801,3.2599183014321076,42.0,23.285714285714285,7.1708086623368645,3.9756524216357443,8.0,4.0,8.62226916568768,4.31113458284384,2.0,0.8571428571428571,6.0072687952422426,2.5745437693895323,3.0,4.571428571428571,1.7351973208553364,2.6441102032081316,4.0,6.285714285714286,3.856350927934442,6.059980029611267,11.0,9.142857142857142,6.601967386281111,5.487349515870015,2.0,1.4285714285714286,6.14798192493314,4.391415660666529,18.0,10.428571428571429,6.6245395024970835,3.8380268546213263,2.0,1.4285714285714286,6.942997986530584,4.959284276093274,17.0,10.857142857142858,6.515307139243611,4.161036492290037,7.0,10.428571428571429,2.1064224821480693,3.1381396162614097,0.0,0.42857142857142855,0.0,2.232375396246637,46.0,42.142857142857146,4.331201315178696,3.1381396162614097,50.0,46.142857142857146,5.169556276306579,4.7707619349915005,0.0,1.7142857142857142,0.0,3.4372332563775037,12.0,7.428571428571429,10.546947098271179,6.529062489405967,0.0,0.7142857142857143,0.0,2.9012417314610652,4.0,1.8571428571428572,10.659276235143633,4.948949680602401,4.0,5.285714285714286,2.585566077373065,3.4166408879572643,8.0,6.142857142857143,7.722902266671816,5.930085669051572,3.0,1.5714285714285714,5.71864277544796,2.9954795490441697,23892.0,18003.0,210046.0,178052.0,35956.0,248845.0,9.0,8.142857142857142,3.5768648382263524,3.2362110441095564,19.0,13.857142857142858,6.689669741567495,4.878932067158248,129.0,101.85714285714286,5.107274540553146,4.0326542053315535,114.0,98.71428571428571,4.954412882516529,4.290099375712934,35.0,27.714285714285715,6.410585158213242,5.076136819156607,155.0,124.85714285714286,4.992897201078466,4.021928252297308
509,2021-07-26 14:00:00,7088.0,44373.0,66398.0,53475.0,4285.0,2365.0,9597.0,6452.0,11100.0,2869.0,19988.0,2069.0,16801.0,19498.0,1366.0,71842.0,86343.0,3029.0,2633.0,6153.0,2202.0,14738.0,7808.0,3733.0,1.0,1.4285714285714286,1.4682994156168325,2.0975705937383324,30.0,28.0,5.099777139738993,4.759791997089727,28.0,29.571428571428573,3.2766358311830412,3.4605286584433137,20.0,25.0,3.414670791588983,4.268338489486228,3.0,4.142857142857143,3.23335093713288,4.465103675088263,0.0,0.7142857142857143,0.0,2.145453141157944,5.0,4.428571428571429,2.891995534758894,2.561481759357877,4.0,6.142857142857143,3.856350927934442,5.922253210756464,12.0,9.428571428571429,7.2021462395793945,5.6588291882409525,1.0,1.1428571428571428,3.07399096246657,3.513132528533223,10.0,11.285714285714286,3.6802997236094908,4.153481116644997,1.0,1.5714285714285714,3.471498993265292,5.4552127037026015,9.0,11.285714285714286,3.449280250187794,4.32528793277517,4.0,10.285714285714286,1.203669989798897,3.095151402340021,1.0,0.5714285714285714,5.2088759245754765,2.976500528328848,54.0,46.142857142857146,5.0844537178184686,3.095151402340021,57.0,51.0,5.8932941549895,5.2729474018327105,0.0,1.7142857142857142,0.0,3.4372332563775037,7.0,8.0,6.152385807324855,7.03129806551412,0.0,0.42857142857142855,0.0,1.7407450388766388,0.0,1.7142857142857142,0.0,4.568261243632986,1.0,4.714285714285714,0.6463915193432662,3.0472743054753977,5.0,6.285714285714286,4.8268139166698845,6.067994638099284,3.0,2.0,5.71864277544796,3.812428516965307,23895.0,18018.0,210142.0,178173.0,35977.0,248967.0,3.0,7.714285714285714,1.192288279408784,3.0658841470511584,15.0,14.0,5.2813182170269695,4.929230335891838,96.0,108.57142857142857,3.800762448783736,4.298481340886368,121.0,108.42857142857143,5.258631217407895,4.712279922092789,21.0,28.285714285714285,3.846351094927945,5.180799433984579,122.0,133.28571428571428,3.929893280848857,4.293431418070239
510,2021-07-27 14:00:00,7091.0,44401.0,66431.0,53510.0,4285.0,2365.0,9602.0,6456.0,11110.0,2871.0,20003.0,2069.0,16811.0,19541.0,1366.0,71873.0,86404.0,3032.0,2634.0,6159.0,2203.0,14747.0,7815.0,3735.0,3.0,1.8571428571428572,4.404898246850498,2.726841771859832,28.0,30.285714285714285,4.759791997089727,5.148346445831746,33.0,32.0,3.861749372465727,3.7447266642091894,35.0,26.428571428571427,5.97567388528072,4.512243546028299,0.0,4.0,0.0,4.31113458284384,0.0,0.7142857142857143,0.0,2.145453141157944,5.0,4.285714285714286,2.891995534758894,2.478853315507623,4.0,6.571428571428571,3.856350927934442,6.335433667320869,10.0,10.0,6.001788532982829,6.001788532982829,2.0,1.2857142857142858,6.14798192493314,3.952274094599876,15.0,12.428571428571429,5.520449585414236,4.574086799343225,0.0,1.5714285714285714,0.0,5.4552127037026015,10.0,11.571428571428571,3.8325336113197714,4.434788893098593,43.0,14.714285714285714,12.939452390338142,4.427786033903085,0.0,0.5714285714285714,0.0,2.976500528328848,31.0,47.857142857142854,2.9188530602291207,4.427786033903085,61.0,55.714285714285715,6.306858657094027,5.760362707884474,3.0,2.0,6.015158198660624,4.010105465773754,6.0,8.285714285714286,5.2734735491355895,7.282415853568195,1.0,0.5714285714285714,4.061738424045491,2.3209933851688516,1.0,1.7142857142857142,2.664819058785908,4.5682612436329855,9.0,6.0,5.817523674089396,3.878349116059597,7.0,6.428571428571429,6.757539483337839,6.205903607146994,2.0,2.142857142857143,3.812428516965307,4.084744839605686,23907.0,18029.0,210296.0,178280.0,36002.0,249153.0,12.0,9.428571428571429,4.769153117635136,3.74719173528475,11.0,14.571428571428571,3.872966692486444,5.130423410826199,154.0,119.28571428571429,6.097056428257244,4.722673578473839,107.0,116.0,4.650194547625163,5.041332406771205,25.0,29.714285714285715,4.578989398723744,5.442455971054507,186.0,147.0,5.991476641294159,4.735199281022803
511,2021-07-28 14:00:00,7092.0,44451.0,66500.0,53537.0,4290.0,2367.0,9608.0,6476.0,11120.0,2871.0,20014.0,2069.0,16826.0,19562.0,1365.0,71930.0,86487.0,3032.0,2634.0,6170.0,2206.0,14756.0,7829.0,3738.0,1.0,2.0,1.4682994156168325,2.9365988312336655,50.0,34.42857142857143,8.499628566231655,5.852601384176654,69.0,38.714285714285715,8.074566869701066,4.530450562503082,27.0,26.0,4.609805568645127,4.439072029065678,5.0,4.714285714285714,5.388918228554799,5.080980044065954,2.0,0.8571428571428571,6.0072687952422426,2.5745437693895323,6.0,4.857142857142857,3.470394641710673,2.8093670909086397,20.0,9.142857142857142,19.28175463967221,8.814516406707297,10.0,10.714285714285714,6.001788532982829,6.430487713910174,0.0,1.2857142857142858,0.0,3.952274094599876,11.0,12.714285714285714,4.048329695970439,4.679238220017781,0.0,1.5714285714285714,0.0,5.4552127037026015,15.0,12.142857142857142,5.748800416979657,4.653790813745436,21.0,16.285714285714285,6.319267446444209,4.900656387038366,-1.0,0.2857142857142857,-5.2088759245754765,1.488250264164426,57.0,50.142857142857146,5.366923368808383,4.900656387038366,83.0,59.142857142857146,8.581463418668923,6.114846566831211,0.0,1.5714285714285714,0.0,3.1507971516793787,11.0,8.571428571428571,9.668034840081914,7.53353364162227,0.0,0.42857142857142855,0.0,1.740745038876639,3.0,1.7142857142857142,7.9944571763577255,4.568261243632986,9.0,6.142857142857143,5.817523674089396,3.970690761680064,14.0,7.714285714285714,13.515078966675677,7.447084328576393,3.0,2.4285714285714284,5.71864277544796,4.629377484886443,23917.0,18044.0,210484.0,178431.0,36054.0,249388.0,10.0,9.714285714285714,3.9742942646959465,3.860742999990348,15.0,15.857142857142858,5.2813182170269695,5.583107829428512,188.0,132.42857142857142,7.443159795534816,5.243016056581136,151.0,122.0,6.562424081228033,5.302090979535232,52.0,33.57142857142857,9.524297949345389,6.148928621143314,235.0,161.42857142857142,7.569876401635094,5.19997588683748
512,2021-07-29 14:00:00,7097.0,44530.0,66562.0,53580.0,4305.0,2373.0,9613.0,6485.0,11146.0,2874.0,20032.0,2069.0,16853.0,19577.0,1366.0,71991.0,86572.0,3036.0,2638.0,6182.0,2208.0,14765.0,7839.0,3742.0,5.0,2.2857142857142856,7.3414970780841635,3.356112949981332,79.0,40.714285714285715,13.429413134646015,6.921126118217204,62.0,44.285714285714285,7.255407911905305,5.182434222789504,43.0,29.571428571428573,7.3415422019163135,5.048834670420853,15.0,5.857142857142857,16.1667546856644,6.312732782021337,6.0,1.4285714285714286,18.02180638572673,4.290906282315888,5.0,4.285714285714286,2.891995534758894,2.478853315507623,9.0,9.0,8.676789587852495,8.676789587852495,26.0,12.428571428571429,15.604650185755355,7.459365748135801,3.0,1.2857142857142858,9.22197288739971,3.952274094599876,18.0,12.857142857142858,6.6245395024970835,4.7318139303550595,0.0,1.2857142857142858,0.0,4.463355848483947,27.0,15.142857142857142,10.347840750563382,5.803550897141368,15.0,16.285714285714285,4.513762461745863,4.900656387038366,1.0,0.42857142857142855,5.2088759245754765,2.232375396246637,61.0,50.714285714285715,5.74354957012827,4.900656387038366,85.0,63.857142857142854,8.788245669721185,6.602261872882974,4.0,1.8571428571428572,8.0202109315475,3.7236693610756286,12.0,9.0,10.546947098271179,7.910210323703384,4.0,0.8571428571428571,16.246953696181965,3.481490077753278,2.0,1.8571428571428572,5.329638117571816,4.948949680602402,9.0,6.0,5.817523674089396,3.878349116059598,10.0,8.285714285714286,9.653627833339769,7.998720204767238,4.0,2.857142857142857,7.624857033930614,5.446326452807582,23931.0,18089.0,210715.0,178595.0,36105.0,249629.0,14.0,9.571428571428571,5.564011970574326,3.8039673676375494,45.0,19.142857142857142,15.84395465108091,6.7399680103010855,231.0,150.28571428571428,9.145584642385865,5.9500031192269205,164.0,127.42857142857143,7.127400988883428,5.53801540251221,51.0,36.0,9.341138373396438,6.5937447341621915,241.0,178.14285714285714,7.7631498416768405,5.738380469810919
513,2021-07-30 14:00:00,7098.0,44575.0,66620.0,53643.0,4309.0,2376.0,9621.0,6495.0,11161.0,2882.0,20056.0,2071.0,16878.0,19592.0,1367.0,72088.0,86656.0,3039.0,2637.0,6199.0,2211.0,14782.0,7857.0,3748.0,1.0,2.2857142857142856,1.4682994156168325,3.3561129499813314,45.0,41.57142857142857,7.64966570960849,7.066834036495463,58.0,46.285714285714285,6.787317078879156,5.416479639302579,63.0,36.57142857142857,10.756212993505295,6.243969447476998,4.0,5.571428571428571,4.31113458284384,6.004794597532492,3.0,1.8571428571428572,9.010903192863365,5.5781781670106545,8.0,5.142857142857143,4.627192855614231,2.974623978609148,10.0,9.142857142857142,9.640877319836106,8.814516406707297,15.0,13.571428571428571,9.002682799474243,8.145284437619553,8.0,2.4285714285714284,24.59192769973256,7.4654066231330996,24.0,14.714285714285714,8.832719336662777,5.41529816473968,2.0,1.4285714285714286,6.942997986530584,4.959284276093276,25.0,16.428571428571427,9.581334028299429,6.296305218596767,15.0,16.571428571428573,4.513762461745863,4.986632814881143,1.0,0.2857142857142857,5.2088759245754765,1.488250264164426,97.0,56.714285714285715,9.133185382007248,4.986632814881143,84.0,68.71428571428571,8.684854544195053,7.104447339724184,3.0,1.8571428571428572,6.015158198660624,3.723669361075629,17.0,11.0,14.941508389217505,9.668034840081914,-1.0,0.5714285714285714,-4.061738424045491,2.320993385168852,3.0,2.142857142857143,7.9944571763577255,5.710326554541232,17.0,7.857142857142857,10.988655828835526,5.078790509125663,18.0,10.142857142857142,17.376530100011585,9.791536802387482,6.0,3.5714285714285716,11.43728555089592,6.807908066009476,23951.0,18107.0,210929.0,178800.0,36174.0,249884.0,20.0,11.571428571428571,7.948588529391893,4.598826220576738,18.0,19.714285714285715,6.337581860432365,6.9411610852354455,214.0,162.57142857142858,8.47253295874708,6.43641021832722,205.0,140.14285714285714,8.909251236104284,6.090575235274079,69.0,42.42857142857143,12.638010740477533,7.7711991509768685,255.0,193.71428571428572,8.21412120177425,6.239971064204977
514,2021-07-31 14:00:00,7104.0,44626.0,66693.0,53692.0,4316.0,2377.0,9630.0,6507.0,11190.0,2895.0,20079.0,2072.0,16896.0,19619.0,1368.0,72186.0,86765.0,3045.0,2639.0,6216.0,2212.0,14791.0,7876.0,3754.0,6.0,2.857142857142857,8.809796493700995,4.195141187476664,51.0,44.0,8.66962113755629,7.479673138283857,73.0,51.142857142857146,8.542657702727215,5.98487565083433,49.0,39.857142857142854,8.365943439393009,6.80495107752376,7.0,6.0,7.544485519976719,6.46670187426576,1.0,2.0,3.0036343976211213,6.0072687952422426,9.0,5.857142857142857,5.20559196256601,3.3877661978604183,12.0,9.0,11.569052783803325,8.676789587852495,29.0,16.142857142857142,17.405186745650205,9.688601488957996,13.0,4.142857142857143,39.961882512065415,12.735105415932935,23.0,17.0,8.464689364301828,6.256509530136134,1.0,0.8571428571428571,3.471498993265292,2.975570565655965,18.0,17.285714285714285,6.898560500375588,6.6248080995670335,27.0,18.857142857142858,8.124772431142555,5.67444423762337,1.0,0.42857142857142855,5.2088759245754765,2.232375396246637,98.0,63.42857142857143,9.22734193233722,5.67444423762337,109.0,75.57142857142857,11.269632682348343,7.813415057617659,6.0,2.2857142857142856,12.030316397321249,4.582977675170004,17.0,11.714285714285714,14.941508389217505,10.295829310217103,2.0,0.8571428571428571,8.123476848090982,3.481490077753278,1.0,2.0,2.664819058785908,5.329638117571816,9.0,8.285714285714286,5.817523674089396,5.355815445987063,19.0,11.571428571428571,18.34189288334556,11.170626492864589,6.0,3.857142857142857,11.43728555089592,7.352540711290234,23967.0,18145.0,211156.0,179030.0,36250.0,250172.0,16.0,12.0,6.358870823513515,4.769153117635136,38.0,23.0,13.37933948313499,8.09802126610802,227.0,177.0,8.987219540353209,7.007655764945014,230.0,156.0,9.995745289287735,6.779722891864723,76.0,47.0,13.920127772120182,8.60850006960064,288.0,211.71428571428572,9.277125122003858,6.819791384330218
515,2021-08-01 14:00:00,7110.0,44682.0,66744.0,53743.0,4327.0,2378.0,9640.0,6517.0,11211.0,2903.0,20103.0,2074.0,16918.0,19634.0,1371.0,72276.0,86871.0,3046.0,2641.0,6229.0,2217.0,14804.0,7892.0,3764.0,6.0,3.2857142857142856,8.809796493700995,4.824412365598164,56.0,48.42857142857143,9.519583994179454,8.232497382721517,51.0,53.42857142857143,5.9681581210833965,6.252356126849272,51.0,41.142857142857146,8.707410518551907,7.024465628411622,11.0,6.428571428571429,11.85562010282056,6.928609150999028,1.0,1.8571428571428572,3.0036343976211213,5.578178167010655,10.0,6.857142857142857,5.783991069517788,3.966165304812197,10.0,9.857142857142858,9.640877319836106,9.503150500981304,21.0,17.571428571428573,12.603755919263941,10.545999850812686,8.0,5.0,24.59192769973256,15.369954812332852,24.0,17.857142857142858,8.832719336662777,6.571963792159805,2.0,0.8571428571428571,6.942997986530584,2.975570565655965,22.0,18.0,8.431573944903498,6.898560500375588,15.0,20.0,4.513762461745863,6.018349948994484,3.0,0.8571428571428571,15.62662777372643,4.46475079249327,90.0,69.71428571428571,8.474089529697446,6.018349948994484,106.0,83.57142857142857,10.959459305769949,8.640544061826711,1.0,2.4285714285714284,2.005052732886875,4.869413779868128,13.0,11.857142857142858,11.425859356460444,10.421388204244142,2.0,1.1428571428571428,8.123476848090982,4.641986770337704,5.0,2.142857142857143,13.324095293929542,5.710326554541233,13.0,9.571428571428571,8.403089751462462,6.186890256571262,16.0,12.714285714285714,15.445804533343631,12.273898245246277,10.0,4.857142857142857,19.062142584826535,9.25875496977289,23988.0,18179.0,211361.0,179250.0,36317.0,250427.0,21.0,13.714285714285714,8.346017955861488,5.450460705868727,34.0,25.142857142857142,11.970987958594465,8.852495297111874,205.0,187.85714285714286,8.116211479173604,7.43750389903365,220.0,171.14285714285714,9.561147668014353,7.437827861221556,67.0,51.57142857142857,12.271691588579634,9.44580098822441,255.0,226.0,8.21412120177425,7.279966241572473
516,2021-08-02 14:00:00,7111.0,44721.0,66797.0,53777.0,4337.0,2384.0,9644.0,6522.0,11231.0,2916.0,20129.0,2074.0,16934.0,19646.0,1371.0,72342.0,86971.0,3047.0,2644.0,6243.0,2218.0,14815.0,7899.0,3769.0,1.0,3.2857142857142856,1.4682994156168325,4.824412365598164,39.0,49.714285714285715,6.629710281660691,8.451059260138903,53.0,57.0,6.20220353759647,6.670294370622619,34.0,43.142857142857146,5.804940345701271,7.36593270757052,10.0,7.428571428571429,10.777836457109599,8.006392796709989,6.0,2.7142857142857144,18.02180638572673,8.152721936400187,4.0,6.714285714285714,2.3135964278071155,3.883536860961943,5.0,10.0,4.820438659918053,9.640877319836106,20.0,18.714285714285715,12.003577065965658,11.231918540296437,13.0,6.714285714285714,39.961882512065415,20.639653605132686,26.0,20.142857142857142,9.568779281384677,7.413175157556259,0.0,0.7142857142857143,0.0,2.479642138046638,16.0,19.0,6.132053778111634,7.281813861507565,12.0,21.142857142857142,3.6110099693966906,6.362255660365598,0.0,0.7142857142857143,0.0,3.720625660411059,66.0,71.42857142857143,6.214332321778128,6.362255660365598,100.0,89.71428571428571,10.339112552613159,9.275660975772949,1.0,2.5714285714285716,2.005052732886875,5.155849884566253,14.0,12.857142857142858,12.30477161464971,11.300300462433407,3.0,1.5714285714285714,12.185215272136475,6.382731809214343,1.0,2.2857142857142856,2.664819058785908,6.091014991510648,11.0,11.0,7.1103067127759285,7.1103067127759285,7.0,13.0,6.757539483337839,12.549716183341701,5.0,5.142857142857143,9.531071292413268,9.803387615053648,24000.0,18212.0,211519.0,179442.0,36369.0,250647.0,12.0,15.0,4.769153117635136,5.961441397043919,33.0,27.714285714285715,11.618900077459335,9.757864134316495,158.0,196.71428571428572,6.255421530289899,7.788169482105959,192.0,181.28571428571428,8.344274328448892,7.878634019941698,52.0,56.0,9.524297949345389,10.256936253141188,220.0,240.0,7.086692801530726,7.730937601669882
517,2021-08-03 14:00:00,7115.0,44760.0,66839.0,53809.0,4337.0,2384.0,9647.0,6534.0,11244.0,2918.0,20152.0,2075.0,16952.0,19662.0,1372.0,72383.0,87051.0,3049.0,2646.0,6248.0,2218.0,14817.0,7924.0,3774.0,4.0,3.4285714285714284,5.87319766246733,5.0341694249719975,39.0,51.285714285714285,6.629710281660691,8.718190443649041,42.0,58.285714285714285,4.914953746774562,6.820752138381025,32.0,42.714285714285715,5.463473266542373,7.292761190607899,0.0,7.428571428571429,0.0,8.006392796709989,0.0,2.7142857142857144,0.0,8.152721936400187,3.0,6.428571428571429,1.7351973208553364,3.7182799732614353,12.0,11.142857142857142,11.569052783803325,10.742691870674518,13.0,19.142857142857142,7.802325092877678,11.489138048852842,2.0,6.714285714285714,6.14798192493314,20.639653605132686,23.0,21.285714285714285,8.464689364301828,7.833780840254486,1.0,0.8571428571428571,3.471498993265292,2.975570565655965,18.0,20.142857142857142,6.898560500375588,7.719817702801254,16.0,17.285714285714285,4.814679959195588,5.2015738844880905,1.0,0.8571428571428571,5.2088759245754765,4.46475079249327,41.0,72.85714285714286,3.860418563528837,5.2015738844880905,80.0,92.42857142857143,8.271290042090527,9.556294030772449,2.0,2.4285714285714284,4.01010546577375,4.869413779868128,5.0,12.714285714285714,4.394561290946324,11.17474156840637,2.0,1.7142857142857142,8.123476848090982,6.962980155506556,0.0,2.142857142857143,0.0,5.710326554541233,2.0,10.0,1.2927830386865324,6.463915193432663,25.0,15.571428571428571,24.134069583349422,15.032077626200499,5.0,5.571428571428571,9.531071292413268,10.620336582974783,24007.0,18227.0,211669.0,179586.0,36421.0,250847.0,7.0,14.285714285714286,2.782005985287163,5.677563235279924,15.0,28.285714285714285,5.2813182170269695,9.959057209250858,150.0,196.14285714285714,5.938691326224588,7.765545896101295,144.0,186.57142857142858,6.258205746336668,8.108349905471913,52.0,59.857142857142854,9.524297949345389,10.963408903229992,200.0,242.0,6.442448001391569,7.795362081683797
