,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
643,2021-12-07 15:00:00,10778.0,56340.0,81445.0,65361.0,6116.0,3640.0,13086.0,9735.0,15098.0,4554.0,26496.0,3952.0,22792.0,23907.0,1934.0,86273.0,102873.0,4316.0,3483.0,10539.0,3223.0,22538.0,11944.0,5346.0,24.0,36.0,35.23918597480398,52.858778962205974,59.0,122.71428571428571,10.029561708153354,20.860516966837118,116.0,169.0,13.574634157758313,19.776837695354782,136.0,147.57142857142858,23.219761382805086,25.195392340795852,13.0,17.857142857142858,14.01118739424248,19.246136530552857,4.0,20.142857142857142,12.014537590484485,60.50177858065401,21.0,41.285714285714285,12.146381245987357,23.87962027272344,6.0,35.57142857142857,5.784526391901663,34.293977894845575,2.0,19.428571428571427,1.2003577065965658,11.660617721223781,14.0,18.285714285714285,43.03587347453199,56.21012045653158,131.0,94.28571428571429,48.21192637928433,34.699968822603765,16.0,23.571428571428573,55.543983892244675,81.82819055553902,22.0,77.0,8.431573944903498,29.51050880716224,30.0,40.42857142857143,9.027524923491725,12.165664539753136,2.0,5.714285714285714,10.417751849150953,29.765005283288442,65.0,137.57142857142858,6.120175771448156,12.165664539753136,50.0,113.14285714285714,5.169556276306579,11.697967345242319,7.0,15.857142857142858,14.035369130208124,31.794407621491878,13.0,18.285714285714285,11.425859356460444,16.071538435460845,4.0,5.0,16.246953696181965,20.308692120227455,6.0,15.142857142857142,15.988914352715451,40.35297431875804,355.0,147.42857142857142,229.46898936685952,95.29657828032154,64.0,38.857142857142854,61.783218133374525,37.511239580977396,14.0,15.0,26.68699961875715,28.5932138772398,37268.0,24697.0,262931.0,215642.0,55231.0,306113.0,395.0,207.0,156.9846234554899,82.2678912792061,19.0,42.285714285714285,6.689669741567495,14.888287545142694,384.0,598.0,15.203049795134945,23.675582753882026,246.0,345.0,10.691101483325141,14.993617933931601,130.0,182.85714285714286,23.81074487336347,33.492036744950816,360.0,582.7142857142857,11.596406402504824,18.77053242691158
644,2021-12-08 15:00:00,10794.0,56410.0,81546.0,65465.0,6133.0,3645.0,13110.0,9746.0,15117.0,4572.0,26620.0,3960.0,22807.0,23946.0,1937.0,86340.0,103041.0,4326.0,3491.0,10546.0,3234.0,22814.0,11996.0,5359.0,16.0,33.285714285714285,23.49279064986932,48.87339483410314,70.0,115.85714285714286,11.899479992724318,19.694853620611067,101.0,159.85714285714286,11.819293533910255,18.706915791295014,104.0,153.42857142857142,17.75628811626271,26.19540307261834,17.0,18.714285714285715,18.32232197708632,20.169951084019395,5.0,19.571428571428573,15.018171988105607,58.78541606772767,24.0,40.714285714285715,13.881578566842691,23.549106497322423,11.0,30.285714285714285,10.604965051819716,29.198085597217922,19.0,20.0,11.403398212667375,12.003577065965658,18.0,19.428571428571427,55.331837324398265,59.723252985064796,124.0,101.85714285714286,45.63571657275769,37.486481470479525,8.0,22.857142857142858,27.771991946122338,79.34854841749238,15.0,69.28571428571429,5.748800416979657,26.553982878429846,39.0,39.285714285714285,11.735782400539243,11.821758828382022,3.0,5.857142857142857,15.62662777372643,30.509130415370652,67.0,130.0,6.308488872108099,11.821758828382022,168.0,121.71428571428571,17.369709088390106,12.58417699260916,10.0,16.428571428571427,20.05052732886875,32.94015204028438,7.0,17.428571428571427,6.152385807324855,15.318185071298618,8.0,5.857142857142857,32.49390739236393,23.790182197980737,11.0,14.857142857142858,29.31300964664499,39.591597444819215,276.0,166.28571428571428,178.40405933874146,107.48567550222313,52.0,42.57142857142857,50.1988647333668,41.09687277621788,13.0,16.0,24.780785360274496,30.499428135722457,37568.0,24741.0,263284.0,216001.0,55361.0,306551.0,300.0,222.42857142857142,119.2288279408784,88.39965957330843,44.0,44.57142857142857,15.491866769945776,15.693059844880139,353.0,578.4285714285714,13.975720254381864,22.900724933222246,359.0,353.57142857142856,15.602054603714333,15.366130180737354,130.0,182.42857142857142,23.81074487336347,33.41353978382983,438.0,573.8571428571429,14.108961123047536,18.48522401542138
645,2021-12-09 15:00:00,10811.0,56484.0,81717.0,65717.0,6172.0,3653.0,13149.0,9760.0,15127.0,4590.0,26740.0,3964.0,22834.0,24017.0,1940.0,86408.0,103156.0,4337.0,3507.0,10566.0,3248.0,23098.0,12073.0,5384.0,17.0,26.714285714285715,24.961090065486154,39.22457010290681,74.0,100.28571428571429,12.57945027802285,17.047826438556065,171.0,150.28571428571428,20.01088311186786,17.586841297982442,252.0,167.0,43.02485197402118,28.512501109768007,39.0,20.857142857142858,42.03356218272744,22.47948746768574,8.0,16.714285714285715,24.02907518096897,50.20360350309589,39.0,38.142857142857146,22.557565171119375,22.061794508017847,14.0,27.571428571428573,13.497228247770547,26.58127603897669,10.0,17.428571428571427,6.001788532982829,10.460260014627218,18.0,17.0,55.331837324398265,52.2578463619317,120.0,100.85714285714286,44.16359668331389,37.11845149811858,4.0,17.0,13.885995973061169,59.01548288550996,27.0,56.142857142857146,10.347840750563382,21.51693870355243,71.0,42.714285714285715,21.36514231893042,12.853475962495363,3.0,5.142857142857143,15.62662777372643,26.788504754959597,68.0,113.28571428571429,6.402645422438071,12.853475962495363,115.0,114.0,11.889979435505133,11.786588309979,11.0,15.0,22.055580061755624,30.075790993303126,20.0,13.857142857142858,17.578245163785297,12.179212720622672,16.0,7.571428571428571,64.98781478472786,30.75316235348729,14.0,14.428571428571429,37.30746682300272,38.449532133910964,284.0,186.0,183.5751914934876,120.22882259784751,77.0,49.57142857142857,74.33293431671622,47.854412259555716,25.0,16.571428571428573,47.65535646206634,31.58869342628397,37873.0,24806.0,263918.0,216304.0,55551.0,307201.0,305.0,229.71428571428572,121.21597507322636,91.29521682330117,65.0,45.857142857142854,22.885712273783536,16.14574426348245,634.0,554.5714285714286,25.100868672175924,21.956190217527475,303.0,328.14285714285717,13.168307924583404,14.261010515213618,190.0,175.85714285714286,34.800319430300455,32.20991971330817,650.0,557.7142857142857,20.937956004522597,17.965226426737633
646,2021-12-10 15:00:00,10854.0,56663.0,81906.0,66012.0,6179.0,3689.0,13226.0,9794.0,15144.0,4625.0,26852.0,3988.0,22910.0,24071.0,1953.0,86530.0,103286.0,4362.0,3509.0,10585.0,3268.0,23208.0,12128.0,5404.0,43.0,26.285714285714285,63.1368748715238,38.59529892478531,179.0,103.57142857142857,30.428670267109325,17.606373458622716,189.0,148.85714285714286,22.117291860485526,17.419666000473107,295.0,178.85714285714286,50.3663941759375,30.536913079067187,7.0,17.285714285714285,7.544485519976719,18.630260161575166,36.0,15.714285714285714,108.13083831436036,47.19996910547476,77.0,41.714285714285715,44.53673123528697,24.1275056042742,34.0,28.0,32.77898288744276,26.994456495541094,17.0,16.571428571428573,10.20304050607081,9.945820997514403,35.0,19.285714285714285,107.58968368632996,59.28411141899814,112.0,102.0,41.2193569044263,37.53905718081681,24.0,16.0,83.31597583836701,55.543983892244675,76.0,52.857142857142854,29.12725544603026,20.25767765983308,54.0,46.42857142857143,16.24954486228511,13.971169524451481,13.0,5.285714285714286,67.7153870194812,27.53262988704181,122.0,102.71428571428571,11.48709914025654,13.971169524451481,130.0,112.85714285714286,13.440846318397105,11.668427023663423,25.0,15.0,50.126318322171876,30.075790993303126,19.0,14.285714285714286,16.699332905596034,12.555889402703784,2.0,6.285714285714286,8.123476848090982,25.530927236857373,20.0,13.714285714285714,53.29638117571817,36.54608994906389,110.0,183.28571428571428,71.10306712775929,118.47433133105865,55.0,49.57142857142857,53.09495308336873,47.854412259555716,20.0,16.857142857142858,38.12428516965307,32.13332607156473,38050.0,24832.0,264788.0,216668.0,55808.0,307979.0,177.0,225.57142857142858,70.34500848511826,89.64872348507001,26.0,40.142857142857146,9.154284909513414,14.133813514138842,870.0,572.2857142857143,34.44440969210261,22.657521383672098,364.0,317.57142857142856,15.81935341435102,13.801578744153188,257.0,177.71428571428572,47.07201101888009,32.550073211499075,778.0,567.8571428571429,25.061122725413206,18.291950575379634
647,2021-12-11 15:00:00,10861.0,56787.0,82058.0,66151.0,6194.0,3735.0,13263.0,9835.0,15173.0,4628.0,26885.0,4006.0,23003.0,24120.0,1955.0,86590.0,103444.0,4383.0,3512.0,10601.0,3301.0,23308.0,12149.0,5416.0,7.0,19.285714285714285,10.278095909317829,28.317203015467488,124.0,97.71428571428571,21.079078844254507,16.610702683721293,152.0,133.71428571428572,17.787451654993653,15.647607846874113,139.0,168.71428571428572,23.73196200154343,28.80518717761849,15.0,15.428571428571429,16.1667546856644,16.62866196239767,46.0,17.285714285714285,138.1671822905716,51.91996601602224,37.0,37.0,21.40076695721582,21.400766957215815,41.0,26.285714285714285,39.52759701132803,25.341734669283476,29.0,15.0,17.405186745650205,9.002682799474245,3.0,17.285714285714285,9.22197288739971,53.136129494065,33.0,91.14285714285714,12.14498908791132,33.54330319518365,18.0,13.857142857142858,62.486981878775254,48.10505747810476,93.0,47.0,35.64256258527387,18.012907973202925,49.0,45.142857142857146,14.744957375036487,13.584275599158977,2.0,4.571428571428571,10.417751849150953,23.812004226630755,60.0,82.71428571428571,5.649393019798298,13.584275599158977,158.0,113.14285714285714,16.33579783312879,11.697967345242319,21.0,15.571428571428571,42.10610739062437,31.221535412095626,16.0,12.571428571428571,14.06259613102824,11.04918267437933,3.0,5.857142857142857,12.185215272136475,23.790182197980734,33.0,15.428571428571429,87.93902893993499,41.11435119269687,100.0,183.14285714285714,64.63915193432662,118.38198968543819,21.0,46.714285714285715,20.272618450013518,45.0962328786015,12.0,15.285714285714286,22.87457110179184,29.13784652252056,38175.0,24879.0,265382.0,216919.0,56003.0,308611.0,125.0,216.28571428571428,49.67867830869933,85.95830738213805,47.0,36.285714285714285,16.548130413351174,12.775760258331909,594.0,529.2857142857143,23.517217651849368,20.95509653682105,251.0,287.0,10.908400293961831,12.472951730545997,195.0,171.0,35.716117310045206,31.32028748727041,632.0,534.0,20.358135684397357,17.20133616371549
648,2021-12-12 15:00:00,10878.0,56916.0,82241.0,66332.0,6210.0,3766.0,13298.0,9880.0,15203.0,4639.0,26949.0,4023.0,23145.0,24162.0,1958.0,86694.0,103563.0,4399.0,3513.0,10610.0,3323.0,23395.0,12163.0,5424.0,17.0,20.714285714285715,24.961090065486154,30.414773609205813,129.0,101.85714285714286,21.929041700877672,17.3149576220662,183.0,145.14285714285714,21.415155610946304,16.985010226948823,181.0,171.0,30.902770663880293,29.195435268085806,16.0,16.0,17.24453833137536,17.24453833137536,31.0,20.714285714285715,93.11266632625477,62.21814109358037,35.0,37.285714285714285,20.243968743312262,21.566023844916323,45.0,28.428571428571427,43.38394793926247,27.407636952105495,30.0,17.428571428571427,18.005365598948487,10.460260014627218,11.0,18.0,33.813900587132274,55.33183732439827,64.0,92.71428571428571,23.55391823110074,34.12163600889371,17.0,14.0,59.01548288550996,48.60098590571408,142.0,59.857142857142854,54.421977280740755,22.940451187756917,42.0,46.42857142857143,12.638534892888417,13.971169524451483,3.0,3.857142857142857,15.62662777372643,20.0913785662197,104.0,89.85714285714286,9.79228123431705,13.971169524451483,119.0,118.71428571428571,12.303543937609659,12.274003616030765,16.0,15.571428571428571,32.08084372619,31.221535412095626,9.0,12.571428571428571,7.910210323703384,11.04918267437933,1.0,5.428571428571429,4.061738424045491,22.049437159104095,22.0,17.714285714285715,58.62601929328998,47.20536618420753,87.0,178.42857142857142,56.23606218286415,115.33471537996279,14.0,45.714285714285715,13.515078966675677,44.13087009526752,8.0,15.0,15.249714067861229,28.593213877239805,38296.0,24926.0,266094.0,217206.0,56162.0,309323.0,121.0,213.14285714285714,48.088960602820954,84.70924347037646,47.0,38.857142857142854,16.548130413351174,13.681129095536532,712.0,561.5714285714286,28.18898816181271,22.233329146084625,287.0,301.2857142857143,12.472951730545999,13.093805475222254,159.0,177.57142857142858,29.12237257588301,32.52390755779208,712.0,569.5714285714286,22.935114884953986,18.347171558248704
649,2021-12-13 15:00:00,10891.0,57057.0,82467.0,66487.0,6220.0,3770.0,13342.0,9893.0,15246.0,4643.0,27088.0,4053.0,23244.0,24219.0,1961.0,86819.0,103725.0,4410.0,3517.0,10616.0,3326.0,23496.0,12198.0,5432.0,13.0,19.571428571428573,19.087892403018824,28.73671713421515,141.0,110.85714285714286,23.968952556773267,18.844890763987898,226.0,162.57142857142858,26.447132065977403,19.024548856562756,155.0,180.28571428571428,26.463698634814616,30.78081813560926,10.0,16.714285714285715,10.777836457109599,18.014383792597474,4.0,19.142857142857142,12.014537590484485,57.49814418303289,44.0,39.57142857142857,25.449560705878273,22.888078946520388,13.0,23.428571428571427,12.533140515786936,22.58719829218745,43.0,21.428571428571427,25.807690691826167,12.860975427820348,4.0,14.714285714285714,12.29596384986628,45.23158130486525,139.0,103.28571428571429,51.15616615817192,38.01223857385231,30.0,16.714285714285715,104.14496979795877,58.02362603029131,99.0,67.71428571428571,37.94208275206574,25.951727596651022,57.0,48.857142857142854,17.15229735463428,14.701969161115098,3.0,4.142857142857143,15.62662777372643,21.57962883038412,125.0,87.28571428571429,11.769568791246455,14.701969161115098,162.0,128.85714285714286,16.749362335233318,13.322685032081527,11.0,14.428571428571429,22.055580061755624,28.93004657451063,6.0,12.857142857142858,5.2734735491355895,11.300300462433407,4.0,5.428571428571429,16.246953696181965,22.049437159104095,3.0,15.571428571428571,7.9944571763577255,41.49503962966629,101.0,187.57142857142858,65.28554345366989,121.24458069967265,35.0,45.42857142857143,33.78769741668919,43.855052157172096,8.0,14.285714285714286,15.249714067861229,27.231632264037906,38440.0,24983.0,266816.0,217632.0,56249.0,310035.0,144.0,223.85714285714286,57.22983741162164,88.9674158968364,57.0,43.57142857142857,20.069009224702487,15.340971963745007,722.0,609.8571428571429,28.58490091689435,24.14502216347882,426.0,319.42857142857144,18.513858666245977,13.882289730961102,87.0,164.0,15.93488310755863,30.03817045562776,712.0,611.7142857142857,22.935114884953986,19.704687387113356
650,2021-12-14 15:00:00,10960.0,57221.0,82613.0,66710.0,6228.0,3787.0,13398.0,9932.0,15291.0,4673.0,27147.0,4059.0,23324.0,24295.0,1975.0,86993.0,104011.0,4462.0,3518.0,10628.0,3338.0,23565.0,12233.0,5446.0,69.0,26.0,101.31265967756144,38.17578480603765,164.0,125.85714285714286,27.878781697239834,21.394779333857397,146.0,166.85714285714286,17.08531540545443,19.52607474909078,223.0,192.71428571428572,38.07357932621716,32.902792127525274,8.0,16.0,8.62226916568768,17.24453833137536,17.0,21.0,51.061784759559075,63.07632235004355,56.0,44.57142857142857,32.390349989299615,25.780074481279282,39.0,28.142857142857142,37.599421547360805,27.132183314395895,45.0,27.571428571428573,27.008048398422726,16.547788383795513,30.0,17.0,92.21972887399711,52.25784636193169,59.0,93.0,21.713768369295995,34.22678742956827,6.0,15.285714285714286,20.828993959591752,53.06434175419804,80.0,76.0,30.66026889055817,29.12725544603026,76.0,55.42857142857143,22.86972980617904,16.679427001499,14.0,5.857142857142857,72.92426294405666,30.509130415370652,174.0,102.85714285714286,16.383239757415065,16.679427001499,286.0,162.57142857142858,29.569861900473636,16.808442978391106,52.0,20.857142857142858,104.2627421101175,41.81967128592625,12.0,12.714285714285714,10.546947098271179,11.174741568406366,1.0,5.0,4.061738424045491,20.308692120227455,12.0,16.428571428571427,31.977828705430902,43.77917025148279,69.0,146.71428571428572,44.601014834685365,94.8348700522192,35.0,41.285714285714285,33.78769741668919,39.85569205478847,14.0,14.285714285714286,26.68699961875715,27.231632264037906,38584.0,25037.0,267561.0,218151.0,56474.0,310885.0,144.0,188.0,57.22983741162164,74.7167321762838,54.0,48.57142857142857,19.012745581297093,17.101411369420667,745.0,661.4285714285714,29.49550025358212,26.186800800399848,519.0,358.42857142857144,22.55561654408841,15.577220453927282,225.0,177.57142857142858,41.2109045885137,32.52390755779208,850.0,681.7142857142857,27.380404005914166,21.959544187600407
651,2021-12-15 15:00:00,10989.0,57386.0,82871.0,66953.0,6251.0,3796.0,13472.0,9971.0,15342.0,4685.0,27237.0,4070.0,23496.0,24345.0,1978.0,87354.0,104384.0,4485.0,3521.0,10647.0,3353.0,23616.0,12270.0,5461.0,29.0,27.857142857142858,42.58068305288814,40.90262657789748,165.0,139.42857142857142,28.048774268564465,23.701821373263133,258.0,189.28571428571428,30.191858730186592,22.150726919987395,243.0,212.57142857142858,41.488250117806146,36.293072413460045,23.0,16.857142857142858,24.78902385135208,18.168352884841898,9.0,21.571428571428573,27.03270957859009,64.79268486296989,74.0,51.714285714285715,42.80153391443164,29.91149667379199,39.0,32.142857142857146,37.599421547360805,30.98853424233033,51.0,32.142857142857146,30.609121518212426,19.29146314173052,12.0,16.142857142857142,36.88789154959884,49.62299696553178,90.0,88.14285714285714,33.122697512485416,32.439213278100794,11.0,15.714285714285714,38.18648892591821,54.55212703702602,172.0,98.42857142857143,65.91957811470006,37.72308083141889,50.0,57.0,15.04587487248621,17.15229735463428,3.0,5.857142857142857,15.62662777372643,30.509130415370656,361.0,144.85714285714286,33.99051466911976,17.15229735463428,373.0,191.85714285714286,38.56488982124708,19.836325940227816,23.0,22.714285714285715,46.11621285639812,45.54334064700188,19.0,14.428571428571429,16.699332905596034,12.68144829673082,3.0,4.285714285714286,12.185215272136475,17.407450388766392,15.0,17.0,39.97228588178862,45.30192399936044,51.0,114.57142857142857,32.96596748650658,74.05799978761421,37.0,39.142857142857146,35.71842298335715,37.78705751907281,15.0,14.571428571428571,28.5932138772398,27.776264909318662,38675.0,25114.0,268523.0,218975.0,56646.0,312020.0,91.0,158.14285714285714,36.166077808733114,62.850625014548754,77.0,53.285714285714285,27.11076684740511,18.761254237629142,962.0,748.4285714285714,38.086807038853685,29.63124176961011,824.0,424.85714285714283,35.810843992926486,18.464190366671875,172.0,183.57142857142858,31.503447063219358,33.62286501348578,1135.0,781.2857142857143,36.56089240789715,25.16696294257892
652,2021-12-16 15:00:00,11035.0,57623.0,83212.0,67342.0,6277.0,3827.0,13559.0,10010.0,15437.0,4711.0,27286.0,4082.0,23688.0,24434.0,1986.0,87818.0,105191.0,4515.0,3524.0,10661.0,3377.0,23643.0,12290.0,5470.0,46.0,32.0,67.5417731183743,46.98558129973865,237.0,162.71428571428572,40.28823940393805,27.660219819822448,341.0,213.57142857142858,39.904743515479176,24.992706977646154,389.0,232.14285714285714,66.41534689640572,39.63457168808641,26.0,15.0,28.02237478848496,16.166754685664397,31.0,24.857142857142858,93.11266632625477,74.66176931229644,87.0,58.57142857142857,50.320722304804754,33.87766197860419,39.0,35.714285714285715,37.599421547360805,34.43170471370037,95.0,44.285714285714285,57.016991063336874,26.579349217495384,26.0,17.285714285714285,79.92376502413083,53.136129494065,49.0,78.0,18.033468645686504,28.706337844154028,12.0,16.857142857142858,41.657987919183505,58.51955445790065,192.0,122.0,73.58464533733961,46.756910058101205,89.0,59.57142857142857,26.781657273025452,17.926085205219284,8.0,6.571428571428571,41.67100739660381,34.22975607578171,464.0,201.42857142857142,43.688639353106836,17.926085205219284,807.0,290.7142857142857,83.4366382995882,30.057277206525395,30.0,25.428571428571427,60.151581986606246,50.98562663626626,14.0,13.571428571428571,12.30477161464971,11.928094932568596,3.0,2.4285714285714284,12.185215272136475,9.864221886967622,24.0,18.428571428571427,63.955657410861804,49.1088083690546,27.0,77.85714285714286,17.452571022268188,50.326196863154294,20.0,31.0,19.307255666679538,29.926246283353287,9.0,12.285714285714286,17.15592832634388,23.419203747072597,38760.0,25238.0,269858.0,220295.0,56847.0,313877.0,85.0,126.71428571428571,33.78150124991554,50.359985896932926,124.0,61.714285714285715,43.658897260756284,21.728852092910962,1335.0,848.5714285714286,52.85435280339883,33.596025216927664,1320.0,570.1428571428571,57.36688600808612,24.778272950029407,201.0,185.14285714285714,36.815074765738906,33.91068720426269,1857.0,953.7142857142857,59.81812969292072,30.721273469492935
653,2021-12-17 15:00:00,11062.0,57946.0,83679.0,67808.0,6305.0,3863.0,13618.0,10051.0,15535.0,4730.0,27358.0,4096.0,23895.0,24550.0,1998.0,88219.0,106085.0,4554.0,3525.0,10674.0,3393.0,23669.0,12323.0,5478.0,27.0,29.714285714285715,39.64408422165448,43.6294683497573,323.0,183.28571428571428,54.9076005378565,31.15720985850061,467.0,253.28571428571428,54.64960475580286,29.640180248405777,466.0,256.57142857142856,79.5618294440233,43.80534815495581,28.0,18.0,30.177942079906877,19.40010562279728,36.0,24.857142857142858,108.13083831436036,74.66176931229644,59.0,56.0,34.12554731015495,32.390349989299615,41.0,36.714285714285715,39.52759701132803,35.39579244568398,98.0,55.857142857142854,58.81752762323172,33.52427594851837,19.0,15.0,58.40582828686484,46.109864436998556,72.0,72.28571428571429,26.498158009988334,26.603309430662886,14.0,15.428571428571429,48.60098590571409,53.56027018180737,207.0,140.71428571428572,79.33344575431926,53.929222959285354,116.0,68.42857142857143,34.90642970416801,20.59135446834541,12.0,6.428571428571429,62.50651109490572,33.48563094369949,401.0,241.28571428571428,37.75677668231862,20.59135446834541,894.0,399.85714285714283,92.43166622036163,41.34168004966319,39.0,27.428571428571427,78.19705658258813,54.99573210204,13.0,12.714285714285714,11.425859356460444,11.17474156840637,1.0,2.2857142857142856,4.061738424045491,9.283973540675408,16.0,17.857142857142858,42.63710494057453,47.586054621176935,26.0,65.85714285714286,16.806179502924923,42.5694986310351,33.0,27.857142857142858,31.85697185002124,26.892248964303644,8.0,10.571428571428571,15.249714067861229,20.151407875388053,38827.0,25365.0,271496.0,221662.0,57064.0,316068.0,67.0,111.0,26.62777157346284,44.114666338125005,127.0,76.14285714285714,44.71516090416168,26.80897723500357,1638.0,958.2857142857143,64.8505092823725,37.93975372982337,1367.0,713.4285714285714,59.40949482807101,31.00543600913226,217.0,179.42857142857142,39.7456279809221,32.86406105598299,2191.0,1155.5714285714287,70.57701785524463,37.223544202326
654,2021-12-18 15:00:00,11099.0,58178.0,84088.0,68183.0,6350.0,3900.0,13700.0,10108.0,15654.0,4749.0,27460.0,4112.0,24018.0,24669.0,2030.0,88637.0,106804.0,4610.0,3532.0,10702.0,3412.0,23746.0,12383.0,5532.0,37.0,34.0,54.32707837782281,49.92218013097231,232.0,198.71428571428572,39.438276547314885,33.77995238750924,409.0,290.0,47.86228767692371,33.93658539439578,375.0,290.2857142857143,64.02507734229343,49.56150748934867,45.0,22.285714285714285,48.5002640569932,24.019178390129962,37.0,23.571428571428573,111.13447271198149,70.79995365821215,82.0,62.42857142857143,47.42872677004587,36.10862996256105,57.0,39.0,54.953000723065806,37.599421547360805,119.0,68.71428571428571,71.42128354249566,41.240861205210585,19.0,17.285714285714285,58.40582828686484,53.13612949406501,102.0,82.14285714285714,37.539057180816805,30.2310334439351,16.0,15.142857142857142,55.543983892244675,52.56841332658871,123.0,145.0,47.14016341923319,55.57173736413669,119.0,78.42857142857143,35.809182196517185,23.600529442842657,32.0,10.714285714285714,166.68402958641525,55.809384906165825,418.0,292.42857142857144,39.35743803792814,23.600529442842657,719.0,480.0,74.33821925328861,49.62774025254316,56.0,32.42857142857143,112.282953041665,65.02099576647439,28.0,14.428571428571429,24.60954322929942,12.681448296730823,7.0,2.857142857142857,28.43216896831844,11.604966925844261,19.0,15.857142857142858,50.63156211693226,42.25641650360512,77.0,62.57142857142857,49.7721469894315,40.445640781764375,60.0,33.42857142857143,57.921767000038614,32.27069875716437,54.0,16.571428571428573,102.93556995806328,31.58869342628397,38957.0,25536.0,272836.0,222901.0,57426.0,317870.0,130.0,111.71428571428571,51.66582544104731,44.398544499889006,171.0,93.85714285714286,60.207027674107465,33.04596255796876,1340.0,1064.857142857143,53.05230918093965,42.15905251969341,1239.0,854.5714285714286,53.84664527577175,37.139471006533675,362.0,203.28571428571428,66.30376649351982,37.23372522505078,1802.0,1322.7142857142858,58.04645649253804,42.60759003206038
